url_length,domain_length,num_dots,num_slashes,num_hyphens,num_special_chars,has_https,has_at_symbol,has_ip_address,has_suspicious_word,label
29,21,2,2,0,5,1,0,0,0,1
35,27,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
92,16,3,5,0,13,1,0,0,0,0
35,27,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
37,28,2,3,0,6,1,0,0,0,0
27,19,2,2,0,5,1,0,0,0,1
16,8,1,3,0,5,0,0,0,0,0
52,45,4,2,3,10,0,0,0,0,0
28,20,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
32,24,2,2,0,5,1,0,0,0,1
34,25,2,3,1,7,1,0,0,0,0
23,15,3,2,0,6,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
64,25,2,4,0,11,0,0,0,0,0
55,47,3,2,4,10,1,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
35,27,2,2,0,5,1,0,0,0,1
28,20,3,2,1,7,1,0,0,0,1
41,33,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
55,46,3,3,3,10,1,0,0,0,0
43,34,2,3,2,8,1,0,0,0,0
19,11,2,2,0,5,1,0,0,0,1
27,20,3,2,0,6,0,0,0,0,0
46,37,2,3,0,6,1,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
34,26,4,2,0,7,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
48,39,3,3,0,7,1,0,0,0,0
20,13,2,2,0,5,0,0,0,0,0
21,13,3,2,0,6,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
35,27,2,2,0,5,1,0,0,0,1
26,17,2,3,0,6,1,0,0,0,0
29,21,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
32,24,2,2,2,7,1,0,0,0,1
36,27,2,3,2,8,1,0,0,0,0
71,39,7,5,1,15,1,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
48,41,2,2,0,5,0,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
21,13,3,3,0,7,0,0,1,0,0
89,7,1,5,0,9,1,1,0,0,0
31,23,2,2,0,5,1,0,0,0,1
23,15,3,2,0,6,1,0,0,0,1
22,15,2,2,0,5,0,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
46,39,4,2,3,10,0,0,0,0,0
22,14,3,2,0,6,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
35,27,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
30,23,2,2,0,5,0,0,0,0,0
22,15,2,2,0,5,0,0,0,0,0
18,10,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
31,23,2,2,1,6,1,0,0,0,1
47,39,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
35,26,2,3,0,6,1,0,0,0,0
36,28,2,2,0,5,1,0,0,0,1
36,28,2,2,2,7,1,0,0,0,1
45,28,3,3,2,9,0,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
43,34,2,3,1,7,1,0,0,0,0
24,16,3,2,0,6,1,0,0,0,1
38,31,2,2,2,7,0,0,0,0,0
21,13,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
33,25,3,2,0,6,1,0,0,0,1
30,22,3,2,1,7,1,0,0,0,1
48,41,2,2,0,5,0,0,0,0,0
23,15,2,2,0,5,1,0,0,0,1
24,17,2,2,0,5,0,0,0,0,0
27,19,3,2,0,6,1,0,0,0,1
23,15,2,2,1,6,1,0,0,0,1
77,25,4,7,0,12,0,0,0,1,0
22,14,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
24,17,2,2,0,5,0,0,0,0,0
27,19,2,2,0,5,1,0,0,0,1
98,26,1,4,1,13,1,0,0,0,0
27,19,2,2,0,5,1,0,0,0,1
39,31,2,2,0,5,1,0,0,0,1
40,32,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
29,22,2,2,0,5,0,0,0,0,0
26,18,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
32,24,2,2,2,7,1,0,0,0,1
21,13,3,2,0,6,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
30,22,3,2,0,6,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
32,24,2,2,1,6,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
34,25,2,3,1,7,1,0,0,0,0
31,23,3,2,0,6,1,0,0,0,1
34,26,2,2,0,5,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
25,17,2,2,1,6,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
26,18,3,2,0,6,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
32,23,2,3,1,7,1,0,0,0,0
33,25,2,2,0,5,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
26,18,3,2,0,6,1,0,0,0,1
32,25,3,2,1,7,0,0,0,0,0
28,20,3,2,0,6,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
24,16,2,2,1,6,1,0,0,0,1
30,22,3,2,1,7,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
36,28,2,2,1,6,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
42,33,2,3,0,6,1,0,0,0,0
74,29,1,4,2,13,1,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
28,21,3,2,0,6,0,0,0,0,0
29,21,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
31,23,2,2,1,6,1,0,0,0,1
38,30,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
37,29,2,2,0,5,1,0,0,0,1
24,17,3,2,0,6,0,0,0,0,0
19,11,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
20,13,2,2,0,5,0,0,0,0,0
21,14,2,2,0,5,0,0,0,0,0
33,26,3,2,0,6,0,0,0,0,0
31,23,3,2,0,6,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
22,15,2,2,0,5,0,0,0,0,0
21,13,3,2,0,6,1,0,0,0,1
27,19,3,2,0,6,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
25,18,2,2,0,5,0,0,0,0,0
31,22,2,3,0,6,1,0,0,0,0
27,20,3,2,0,6,0,0,0,0,0
47,21,2,5,1,9,1,0,0,0,0
47,24,2,4,1,8,1,0,0,0,0
25,18,2,2,0,5,0,0,0,0,0
24,16,2,2,0,5,1,0,0,0,1
29,18,2,4,0,8,1,0,0,0,0
29,21,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
29,22,3,2,0,6,0,0,0,0,0
24,16,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
71,23,1,4,0,6,1,0,0,0,0
34,26,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
59,52,3,2,5,11,0,0,0,1,0
31,24,4,2,0,7,0,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
24,17,2,2,0,5,0,0,0,0,0
24,16,2,2,0,5,1,0,0,0,1
41,34,3,2,0,6,0,0,0,0,0
29,21,2,2,0,5,1,0,0,0,1
25,17,2,2,1,6,1,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
23,16,2,2,0,5,0,0,0,0,0
38,30,2,2,0,5,1,0,0,0,1
33,25,2,2,0,5,1,0,0,0,1
27,18,2,3,1,7,1,0,0,0,0
22,14,3,2,0,6,1,0,0,0,1
59,25,2,4,2,9,0,0,0,0,0
33,25,3,2,0,6,1,0,0,0,1
33,25,2,2,2,7,1,0,0,0,1
32,24,2,2,0,5,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
33,25,3,2,0,6,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
29,22,2,2,0,5,0,0,0,0,0
28,20,3,2,0,6,1,0,0,0,1
33,26,3,2,0,6,0,0,0,0,0
119,44,4,8,4,17,1,0,0,0,0
30,22,3,2,0,6,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
21,10,1,4,1,8,1,0,0,0,0
31,24,4,2,0,7,0,0,0,0,0
16,9,2,2,0,5,0,0,0,0,0
30,22,2,2,0,5,1,0,0,0,1
26,17,1,3,1,6,1,0,0,0,0
23,15,2,2,0,5,1,0,0,0,1
33,25,2,2,0,5,1,0,0,0,1
25,18,2,2,0,5,0,0,0,0,0
88,19,3,4,5,13,1,0,0,0,0
19,11,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
26,18,2,2,1,6,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
38,30,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
35,13,1,3,0,5,0,0,0,0,0
21,14,2,2,0,5,0,0,0,0,0
29,22,3,2,0,6,0,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
41,32,2,3,3,9,1,0,0,0,0
34,25,2,3,1,7,1,0,0,0,0
23,15,2,2,0,5,1,0,0,0,1
36,20,2,4,0,7,1,0,0,0,0
49,40,2,3,3,9,1,0,0,0,0
30,22,2,2,0,5,1,0,0,0,1
34,26,2,2,0,5,1,0,0,0,1
30,4,1,3,0,5,1,0,0,0,0
28,21,2,2,1,6,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
25,17,4,2,0,7,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
28,21,2,2,0,5,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
31,23,4,2,0,7,1,0,0,0,1
39,31,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
41,32,2,3,2,8,1,0,0,0,0
21,13,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,0
34,25,2,3,0,6,1,0,0,0,0
47,39,4,3,2,10,0,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
32,25,2,2,0,5,0,0,0,0,0
30,22,2,2,0,5,1,0,0,0,1
38,30,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
19,11,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
28,21,2,2,0,5,0,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
20,13,1,2,0,4,0,0,0,0,0
26,18,2,2,1,6,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
36,28,2,2,1,6,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
82,74,3,3,0,7,0,0,0,0,0
78,17,2,3,0,9,0,0,0,0,0
25,17,3,2,0,6,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
37,29,2,2,0,5,1,0,0,0,1
103,44,4,8,2,15,1,0,0,0,0
28,20,2,2,0,5,1,0,0,0,1
28,21,2,2,0,5,0,0,0,0,0
34,26,2,2,0,5,1,0,0,0,1
31,22,2,3,0,6,1,0,0,0,0
27,19,3,2,0,6,1,0,0,0,1
20,13,2,2,0,5,0,0,0,0,0
31,23,2,2,1,6,1,0,0,0,1
18,10,2,2,0,5,1,0,0,0,1
125,11,9,11,0,25,0,1,0,0,0
34,26,3,2,0,6,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
23,16,2,2,0,5,0,0,0,0,0
34,26,3,2,1,7,1,0,0,0,1
25,18,2,2,0,5,0,0,0,0,0
22,15,2,2,0,5,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
30,22,1,3,1,6,0,0,0,0,0
29,21,4,2,0,7,1,0,0,0,1
42,33,2,3,0,6,1,0,0,0,0
38,30,5,3,0,9,0,0,0,0,0
27,20,2,2,1,6,0,0,0,0,0
83,74,3,3,0,7,1,0,0,0,0
27,19,2,2,0,5,1,0,0,0,1
24,16,3,2,0,6,1,0,0,0,1
24,8,1,3,0,5,1,0,0,0,0
31,23,3,2,0,6,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
28,20,3,2,0,6,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
36,27,2,3,1,7,1,0,0,1,0
47,38,2,3,1,7,1,0,0,0,0
33,25,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
33,25,2,2,0,5,1,0,0,0,1
54,45,2,3,3,9,1,0,0,1,0
25,17,2,2,0,5,1,0,0,0,1
22,14,3,2,0,6,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
24,16,3,2,0,6,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
36,29,1,2,0,4,0,0,0,0,0
191,13,13,9,0,41,0,0,1,1,0
85,15,2,6,0,10,1,0,0,0,0
31,23,3,2,0,6,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
45,37,2,2,2,7,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
22,14,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
97,19,2,4,0,12,1,0,0,0,0
25,18,3,2,0,6,0,0,0,0,0
28,20,2,2,0,5,1,0,0,0,1
108,11,1,12,2,16,1,0,0,0,0
31,24,3,2,0,6,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
31,24,3,2,1,7,0,0,0,0,0
29,22,2,2,0,5,0,0,0,0,0
35,27,2,2,0,5,1,0,0,0,1
24,15,2,3,1,7,1,0,0,0,0
38,31,2,2,0,5,0,0,0,0,0
23,15,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
38,23,2,4,0,7,1,0,0,0,0
35,27,3,2,0,6,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
28,20,4,2,0,7,1,0,0,0,1
35,26,2,3,0,6,1,0,0,0,0
23,15,2,2,0,5,1,0,0,0,1
51,34,3,4,2,10,1,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
29,22,2,2,0,5,0,0,0,0,0
21,13,3,2,0,6,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
41,34,2,2,2,7,0,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
35,26,2,3,1,7,1,0,0,0,0
35,28,1,2,1,5,0,0,0,0,0
36,23,1,4,1,7,0,0,0,0,0
28,20,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
36,28,3,2,0,6,1,0,0,0,1
24,16,3,2,0,6,1,0,0,0,1
28,19,2,3,0,6,1,0,0,0,0
30,22,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
36,29,2,2,2,7,0,0,0,0,0
26,18,2,2,0,5,1,0,0,0,1
35,27,2,2,0,5,1,0,0,0,1
51,43,4,3,2,10,0,0,0,0,0
20,12,2,2,0,5,1,0,0,0,1
19,11,2,2,0,5,1,0,0,0,1
185,27,5,6,0,23,0,0,0,1,0
24,16,2,2,0,5,1,0,0,0,1
34,25,2,3,1,7,1,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
34,25,2,3,0,6,1,0,0,0,0
34,26,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
47,30,5,3,1,10,1,0,0,0,0
34,26,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
41,24,2,5,0,8,0,0,0,0,0
27,19,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
19,11,1,3,0,5,0,0,0,0,0
41,33,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
20,8,1,3,0,5,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
19,12,1,2,0,4,0,0,0,0,0
20,5,1,3,0,5,1,0,0,0,0
21,14,2,2,0,5,0,0,0,0,0
26,18,2,2,0,5,1,0,0,0,1
33,26,3,2,0,6,0,0,0,0,0
41,32,2,3,2,8,1,0,0,0,0
27,19,2,2,1,6,1,0,0,0,1
43,14,3,5,0,9,0,0,0,1,0
28,20,2,2,0,5,1,0,0,0,1
35,27,2,2,0,5,1,0,0,0,1
39,31,2,2,0,5,1,0,0,0,1
32,24,2,2,0,5,1,0,0,0,1
28,20,2,2,0,5,1,0,0,0,1
38,29,2,3,1,7,1,0,0,0,0
26,17,2,3,0,6,1,0,0,0,0
38,31,3,2,1,7,0,0,0,0,0
32,24,2,2,1,6,1,0,0,0,1
38,30,2,2,1,6,1,0,0,0,1
49,40,2,3,2,8,1,0,0,0,0
40,25,3,3,0,7,1,0,0,0,0
30,22,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
19,11,2,2,0,5,1,0,0,0,1
34,26,2,2,0,5,1,0,0,0,1
32,24,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
38,30,2,2,1,6,1,0,0,0,1
114,30,2,4,1,14,1,0,0,0,0
38,30,2,2,0,5,1,0,0,0,1
30,23,2,2,0,5,0,0,0,0,0
31,23,2,2,0,5,1,0,0,0,1
30,22,2,2,0,5,1,0,0,0,1
32,23,2,3,0,6,1,0,0,0,0
27,19,2,2,1,6,1,0,0,0,1
69,52,4,3,0,8,1,0,0,0,0
25,17,2,2,1,6,1,0,0,0,1
32,23,2,3,0,6,1,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
22,14,2,2,0,5,1,0,0,0,1
32,24,2,2,1,6,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
127,31,6,7,2,18,1,1,0,0,0
33,26,4,2,0,7,0,0,0,0,0
29,21,2,2,0,5,1,0,0,0,1
27,19,2,2,0,5,1,0,0,0,1
51,42,2,3,4,10,1,0,0,1,0
35,27,2,2,0,5,1,0,0,1,1
30,22,2,2,1,6,1,0,0,0,1
48,22,2,4,0,7,1,0,0,0,0
21,13,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
17,9,2,2,0,5,1,0,0,0,1
23,16,2,2,0,5,0,0,0,0,0
20,12,2,2,0,5,1,0,0,0,1
40,22,2,5,1,9,1,0,0,0,0
28,20,2,2,0,5,1,0,0,0,1
25,17,2,2,0,5,1,0,0,0,1
56,47,3,3,4,11,1,0,0,0,0
27,19,2,2,0,5,1,0,0,0,1
27,19,2,2,1,6,1,0,0,0,1
26,18,3,2,0,6,1,0,0,0,1
22,15,2,2,0,5,0,0,0,0,0
34,26,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
24,16,2,2,1,6,1,0,0,0,1
28,21,2,2,1,6,0,0,0,0,0
21,13,2,2,0,5,1,0,0,0,1
34,26,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
32,24,2,2,0,5,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
28,20,2,2,1,6,1,0,0,0,1
40,32,2,2,1,6,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
44,36,2,2,0,5,1,0,0,0,1
23,16,3,2,0,6,0,0,0,0,0
27,20,3,2,0,6,0,0,0,0,0
48,28,2,4,2,9,0,0,0,0,0
28,20,3,2,0,6,1,0,0,0,1
20,12,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
22,15,2,2,0,5,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
24,17,2,2,0,5,0,0,0,0,0
26,19,2,2,1,6,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
23,15,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
29,21,2,2,0,5,1,0,0,0,1
42,21,2,3,0,6,0,0,0,0,0
25,17,2,2,1,6,1,0,0,0,1
35,27,3,2,0,6,1,0,0,0,1
23,15,2,2,1,6,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
21,13,2,2,0,5,1,0,0,0,1
30,22,2,3,1,7,0,0,0,0,0
23,15,2,2,0,5,1,0,0,0,1
49,29,3,3,1,8,1,0,0,0,0
48,41,4,2,3,10,0,0,0,0,0
34,26,2,2,1,6,1,0,0,0,1
33,25,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
28,21,2,2,0,5,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
28,21,2,2,1,6,0,0,0,0,0
34,26,3,2,0,6,1,0,0,0,1
35,26,2,3,1,7,1,0,0,0,0
25,17,2,2,0,5,1,0,0,0,1
30,22,2,2,1,6,1,0,0,0,1
26,18,2,2,1,6,1,0,0,0,1
23,15,3,2,0,6,1,0,0,0,1
29,21,2,2,2,7,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
38,30,2,2,0,5,1,0,0,0,1
64,55,2,3,5,11,1,0,0,0,0
30,22,3,2,0,6,1,0,0,0,1
26,18,2,2,0,5,1,0,0,0,1
22,14,3,2,0,6,1,0,0,0,1
34,26,2,2,0,5,1,0,0,0,1
22,11,1,3,0,5,1,0,0,0,0
17,10,2,2,0,5,0,0,0,0,0
61,52,3,3,0,7,1,0,0,1,0
25,17,2,2,0,5,1,0,0,0,1
25,17,3,2,0,6,1,0,0,0,1
22,14,2,2,0,5,1,0,0,0,1
31,23,2,2,0,5,1,0,0,0,1
23,15,3,2,0,6,1,0,0,0,1
22,14,2,2,0,5,1,0,0,0,1
27,20,2,2,0,5,0,0,0,0,0
24,16,2,2,0,5,1,0,0,0,1
24,16,2,2,0,5,1,0,0,0,1
48,17,4,3,0,10,0,0,0,0,0
22,15,2,2,0,5,0,0,0,0,0
22,14,2,2,0,5,1,0,0,0,1
28,21,3,2,0,6,0,0,0,0,0
26,17,2,3,0,6,1,0,0,0,0
31,24,3,2,0,6,0,0,0,0,0
27,20,3,2,0,6,0,0,0,0,0
36,28,3,2,1,7,1,0,0,0,1
37,29,3,2,0,6,1,0,0,0,1
22,14,3,2,0,6,1,0,0,0,1
22,14,2,2,0,5,1,0,0,0,1
56,49,5,2,2,10,0,0,0,0,0
113,45,4,4,5,18,0,0,0,1,0
